d,outFlows
2018-09-24,50323.381
2018-09-25,75046.749
2018-09-26,78358.02
2018-09-27,59700.205
2018-09-28,90274.933
2018-09-29,44980.515
2018-09-30,38623.284
2018-10-01,58304.057
2018-10-02,64219.896
2018-10-03,59935.744
2018-10-04,67239.273
2018-10-05,53815.847
2018-10-06,34425.889
2018-10-07,26147.898
2018-10-08,63055.246
2018-10-09,69852.602
2018-10-10,73981.328
2018-10-11,119794.301
2018-10-12,72387.674
2018-10-13,39876.316
2018-10-14,40261.038
2018-10-15,134714.398
2018-10-16,81610.71
2018-10-17,70169.023
2018-10-18,97724.498
2018-10-19,72424.618
2018-10-20,39367.904
2018-10-21,32045.951
2018-10-22,75728.078
2018-10-23,61495.696
2018-10-24,59672.029
2018-10-25,81785.421
2018-10-26,61323.694
2018-10-27,30962.092
2018-10-28,28842.356
2018-10-29,63547.735
2018-10-30,60098.438
2018-10-31,60208.874
2018-11-01,63884.246
2018-11-02,66556.885
2018-11-03,39171.35
2018-11-04,33302.803
2018-11-05,80616.648
2018-11-06,70362.602
2018-11-07,83775.248
2018-11-08,68423.827
2018-11-09,72948.145
2018-11-10,32143.641
2018-11-11,30142.818
2018-11-12,79565.942
2018-11-13,73052.122
2018-11-14,111463.403
2018-11-15,150656.683
2018-11-16,93736.023
2018-11-17,48128.812
2018-11-18,40206.985
2018-11-19,106744.831
2018-11-20,193272.142
2018-11-21,112935.81
2018-11-22,88547.404
2018-11-23,109028.857
2018-11-24,77421.451
2018-11-25,116187.668
2018-11-26,113506.023
2018-11-27,184643.52
2018-11-28,138584.468
2018-11-29,125075.222
2018-11-30,98609.177
2018-12-01,62863.205
2018-12-02,51288.244
2018-12-03,226139.838
2018-12-04,312124.889
2018-12-05,163567.635
2018-12-06,124209.888
2018-12-07,157413.117
2018-12-08,77833.868
2018-12-09,57410.613
2018-12-10,90971.966
2018-12-11,78592.68
2018-12-12,91396.018
2018-12-13,98400.78
2018-12-14,99640.652
2018-12-15,63145.261
2018-12-16,47825.865
2018-12-17,108035.994
2018-12-18,121604.316
2018-12-19,168721.815
2018-12-20,133698.272
2018-12-21,130872.531
2018-12-22,62136.21
2018-12-23,62317.111
2018-12-24,114002.396
2018-12-25,77046.316
2018-12-26,75729.788
2018-12-27,97571.729
2018-12-28,109295.273
2018-12-29,64909.629
2018-12-30,47043.319
2018-12-31,70277.101
2019-01-01,44711.495
2019-01-02,86026.6
2019-01-03,78171.86
2019-01-04,90322.442
2019-01-05,64872.324
2019-01-06,46348.196
2019-01-07,93714.411
2019-01-08,99415.438
2019-01-09,91589.428
2019-01-10,129666.156
2019-01-11,114565.149
2019-01-12,52172.558
2019-01-13,47750.885
2019-01-14,82816.442
2019-01-15,113785.398
2019-01-16,105153.421
2019-01-17,96556.587
2019-01-18,78290.399
2019-01-19,60809.131
2019-01-20,52804.339
2019-01-21,79281.612
2019-01-22,79300.017
2019-01-23,93777.214
2019-01-24,94086.228
2019-01-25,83761.977
2019-01-26,42490.457
2019-01-27,42609.158
2019-01-28,100555.989
2019-01-29,83968.284
2019-01-30,77937.354
2019-01-31,98799.752
2019-02-01,91729.076
2019-02-02,47546.631
2019-02-03,36402.511
2019-02-04,59078.373
2019-02-05,57953.06
2019-02-06,75686.406
2019-02-07,61890.071
2019-02-08,74372.583
2019-02-09,52385.051
2019-02-10,49443.642
2019-02-11,82555.841
2019-02-12,79887.256
2019-02-13,88150.797
2019-02-14,70229.94
2019-02-15,81700.515
2019-02-16,50731.195
2019-02-17,44013.532
2019-02-18,113257.413
2019-02-19,112850.105
2019-02-20,90836.98
2019-02-21,81337.724
2019-02-22,87761.525
2019-02-23,52200.558
2019-02-24,94468.561
2019-02-25,102473.138
2019-02-26,101351.449
2019-02-27,89000.879
2019-02-28,93065.952
2019-03-01,88104.548
2019-03-02,46931.171
2019-03-03,41966.361
2019-03-04,85712.481
2019-03-05,81164.836
2019-03-06,81745.731
2019-03-07,82508.394
2019-03-08,94299.85
2019-03-09,60802.874
2019-03-10,50021.678
2019-03-11,90353.568
2019-03-12,100555.136
2019-03-13,94700.915
2019-03-14,99039.979
2019-03-15,92393.277
2019-03-16,60629.26
2019-03-17,36579.091
2019-03-18,78551.957
2019-03-19,88339.726
2019-03-20,97479.55
2019-03-21,99923.204
2019-03-22,80566.299
2019-03-23,50075.463
2019-03-24,44458.665
2019-03-25,95566.985
2019-03-26,94068.131
2019-03-27,103355.592
2019-03-28,90960.177
2019-03-29,98556.406
2019-03-30,56538.381
2019-03-31,51683.373
2019-04-01,111046.352
2019-04-02,176553.702
2019-04-03,150152.302
2019-04-04,142181.903
2019-04-05,101012.879
2019-04-06,63746.819
2019-04-07,69386.527
2019-04-08,132074.866
2019-04-09,100900.962
2019-04-10,109812.604
2019-04-11,153763.502
2019-04-12,91979.959
2019-04-13,51822.243
2019-04-14,40666.453
2019-04-15,92970.252
2019-04-16,86191.945
2019-04-17,98609.441
2019-04-18,80627.194
2019-04-19,84309.777
2019-04-20,45836.211
2019-04-21,50631.4
2019-04-22,75064.212
2019-04-23,106161.261
2019-04-24,142884.185
2019-04-25,109063.34
2019-04-26,138096.84
2019-04-27,61623.639
2019-04-28,60777.225
2019-04-29,85671.658
2019-04-30,98744.855
2019-05-01,61975.89
2019-05-02,81828.379
2019-05-03,98330.011
2019-05-04,59247.723
2019-05-05,54997.453
2019-05-06,82991.15
2019-05-07,105206.613
2019-05-08,101283.233
2019-05-09,116960.341
2019-05-10,90376.724
2019-05-11,81703.903
2019-05-12,72870.333
2019-05-13,99347.536
2019-05-14,136012.919
2019-05-15,104476.255
2019-05-16,132439.76
2019-05-17,124992.598
2019-05-18,63575.345
2019-05-19,66879.124
2019-05-20,80549.014
2019-05-21,87881.527
2019-05-22,91787.96
2019-05-23,92012.117
2019-05-24,151497.432
2019-05-25,48784.755
2019-05-26,56566.357
2019-05-27,90093.435
2019-05-28,80878.376
2019-05-29,86775.172
2019-05-30,100398.907
2019-05-31,122000.125
2019-06-01,65263.584
2019-06-02,50438.042
2019-06-03,78676.517
2019-06-04,170941.579
2019-06-05,328706.945
2019-06-06,76922.22
2019-06-07,76013.882
2019-06-08,54232.168
2019-06-09,42330.618
2019-06-10,73122.737
2019-06-11,90539.739
2019-06-12,124613.772
2019-06-13,95738.594
2019-06-14,107487.551
2019-06-15,63862.101
2019-06-16,71942.463
2019-06-17,90571.433
2019-06-18,72226.551
2019-06-19,90200.082
2019-06-20,95475.5
2019-06-21,99602.804
2019-06-22,108148.048
2019-06-23,64276.702
2019-06-24,91736.728
2019-06-25,95447.85
2019-06-26,180801.27
2019-06-27,130814.79
2019-06-28,161071.653
2019-06-29,57023.888
2019-06-30,47231.96
2019-07-01,87544.815
2019-07-02,100263.14
2019-07-03,93213.343
2019-07-04,87905.474
2019-07-05,74574.696
2019-07-06,46030.134
2019-07-07,41233.526
2019-07-08,74274.802
2019-07-09,90607.262
2019-07-10,134555.182
2019-07-11,137616.012
2019-07-12,139432.534
2019-07-13,47442.881
2019-07-14,38446.147
2019-07-15,75968.401
2019-07-16,94625.16
2019-07-17,111806.056
2019-07-18,78555.361
2019-07-19,116897.944
2019-07-20,49337.102
2019-07-21,31661.84
2019-07-22,60808.02
2019-07-23,54481.555
2019-07-24,119627.648
2019-07-25,75181.414
2019-07-26,66691.434
2019-07-27,55810.066
2019-07-28,28875.465
2019-07-29,521994.534
2019-07-30,68423.462
2019-07-31,58369.349
2019-08-01,59709.561
2019-08-02,78901.789
2019-08-03,38693.654
2019-08-04,37289.401
2019-08-05,83635.935
2019-08-06,87187.242
2019-08-07,65288.944
2019-08-08,59248.715
2019-08-09,81536.214
2019-08-10,57875.296
2019-08-11,26290.733
2019-08-12,36608.569
2019-08-13,64579.994
2019-08-14,75285.464
2019-08-15,77851.796
2019-08-16,65794.085
2019-08-17,36696.377
2019-08-18,33842.55
2019-08-19,55546.635
2019-08-20,52733.737
2019-08-21,70393.144
2019-08-22,49346.879
2019-08-23,54005.065
2019-08-24,41764.572
2019-08-25,33460.237
2019-08-26,61025.995
2019-08-27,62637.339
2019-08-28,66001.553
2019-08-29,68966.16
2019-08-30,66269.031
2019-08-31,33651.238
2019-09-01,25849.521
2019-09-02,70063.09
2019-09-03,82712.827
2019-09-04,106545.898
2019-09-05,70096.408
2019-09-06,80820.266
2019-09-07,40275.198
2019-09-08,32405.474
2019-09-09,63142.101
2019-09-10,69847.94
2019-09-11,56227.806
2019-09-12,61910.283
2019-09-13,48412.31
2019-09-14,32305.592
2019-09-15,29392.017
2019-09-16,66134.653
2019-09-17,52452.92
2019-09-18,83723.333
2019-09-19,87973.387
2019-09-20,69682.228
2019-09-21,26162.55
2019-09-22,35384.647
2019-09-23,52755.683
2019-09-24,166657.752
2019-09-25,131779.369
2019-09-26,92789.571
2019-09-27,86037.169
2019-09-28,51729.644
2019-09-29,46627.033
2019-09-30,85298.451
2019-10-01,74773.46
2019-10-02,50353.582
2019-10-03,57964.102
2019-10-04,51452.009
2019-10-05,28914.896
2019-10-06,38496.975
2019-10-07,69215.149
2019-10-08,66329.726
2019-10-09,91571.568
2019-10-10,79488.456
2019-10-11,92460.367
2019-10-12,32920.414
2019-10-13,28188.482
2019-10-14,274784.371
2019-10-15,55169.087
2019-10-16,60368.72
2019-10-17,50171.316
2019-10-18,61633.59
2019-10-19,28062.877
2019-10-20,27920.66
2019-10-21,68044.237
2019-10-22,74368.741
2019-10-23,135257.049
2019-10-24,80330.66
2019-10-25,109750.377
2019-10-26,112839.812
2019-10-27,53232.552
2019-10-28,200978.069
2019-10-29,81938.052
2019-10-30,70601.727
2019-10-31,69786.618
2019-11-01,184304.763
2019-11-02,35702.596
2019-11-03,33702.504
2019-11-04,65008.902
2019-11-05,64478.217
2019-11-06,63864.301
2019-11-07,68526.471
2019-11-08,87930.206
2019-11-09,40139.361
2019-11-10,31602.184
2019-11-11,50260.485
2019-11-12,68560.333
2019-11-13,63770.249
2019-11-14,89389.203
2019-11-15,93914.867
2019-11-16,31155.779
2019-11-17,27226.125
2019-11-18,83862.304
2019-11-19,112581.184
2019-11-20,101270.602
2019-11-21,130290.384
2019-11-22,200740.083
2019-11-23,78017.2
2019-11-24,53668.266
2019-11-25,122753.415
2019-11-26,73566.02
2019-11-27,127425.33
2019-11-28,76855.226
2019-11-29,111714.69
2019-11-30,58192.353
2019-12-01,41006.901
2019-12-02,67604.553
2019-12-03,56627.255
2019-12-04,78820.986
2019-12-05,60739.576
2019-12-06,73422.834
2019-12-07,40099.781
2019-12-08,27142.951
2019-12-09,74236.507
2019-12-10,78276.727
2019-12-11,67154.649
2019-12-12,60791.633
2019-12-13,77962.198
2019-12-14,38543.965
2019-12-15,29283.802
2019-12-16,70185.295
2019-12-17,79697.418
2019-12-18,103821.927
2019-12-19,95034.145
2019-12-20,76117.402
2019-12-21,34265.8
2019-12-22,36937.106
2019-12-23,88813.148
2019-12-24,70095.876
2019-12-25,43383.765
2019-12-26,63833.567
2019-12-27,59862.594
2019-12-28,39757.916
2019-12-29,39436.256
2019-12-30,68469.549
2019-12-31,68929.393
2020-01-01,30266.622
2020-01-02,58657.467
2020-01-03,78069.07
2020-01-04,35001.223
2020-01-05,35796.685
2020-01-06,83622.046
2020-01-07,84608.858
2020-01-08,75378.676
2020-01-09,64410.449
2020-01-10,76237.871
2020-01-11,40542.209
2020-01-12,25363.688
2020-01-13,59531.198
2020-01-14,119929.101
2020-01-15,97491.735
2020-01-16,95446.731
2020-01-17,77495.239
2020-01-18,64874.473
2020-01-19,52845.648
2020-01-20,59814.357
2020-01-21,60128.647
2020-01-22,57317.742
2020-01-23,59798.682
2020-01-24,61158.473
2020-01-25,30320.499
2020-01-26,37303.977
2020-01-27,54599.6
2020-01-28,62797.874
2020-01-29,62739.718
2020-01-30,73722.183
2020-01-31,67259.142
2020-02-01,33361.094
2020-02-02,47386.685
2020-02-03,69475.445
2020-02-04,63079.744
2020-02-05,82248.958
2020-02-06,79051.33
2020-02-07,77512.746
2020-02-08,42288.131
2020-02-09,43655.56
2020-02-10,75663.678
2020-02-11,84917.439
2020-02-12,80508.957
2020-02-13,97211.177
2020-02-14,74561.455
2020-02-15,57882.897
2020-02-16,46310.157
2020-02-17,81210.382
2020-02-18,80266.829
2020-02-19,79438.218
2020-02-20,92457.801
2020-02-21,68944.971
2020-02-22,33991.726
2020-02-23,85988.995
2020-02-24,76417.843
2020-02-25,64475.61
2020-02-26,104289.141
2020-02-27,85696.779
2020-02-28,95343.844
2020-02-29,48331.043
2020-03-01,40635.923
2020-03-02,66346.102
2020-03-03,80821.216
2020-03-04,74350.703
2020-03-05,76446.987
2020-03-06,77767.622
2020-03-07,38203.313
2020-03-08,59558.789
2020-03-09,130204.133
2020-03-10,100821.639
2020-03-11,108084.926
2020-03-12,293244.594
2020-03-13,393274.841
2020-03-14,166295.506
2020-03-15,91732.733
2020-03-16,214029.738
2020-03-17,147763.767
2020-03-18,122147.213
2020-03-19,196716.941
2020-03-20,204850.769
2020-03-21,61728.721
2020-03-22,55896.549
2020-03-23,140499.815
2020-03-24,157171.472
2020-03-25,102795.069
2020-03-26,99719.598
2020-03-27,102093.748
2020-03-28,78264.351
2020-03-29,53663.348
2020-03-30,97342.725
2020-03-31,81935.446
2020-04-01,76814.789
2020-04-02,117886.4
2020-04-03,88170.495
2020-04-04,50889.44
2020-04-05,40675.096
2020-04-06,89834.401
2020-04-07,105689.071
2020-04-08,83540.379
2020-04-09,78067.227
2020-04-10,93945.488
2020-04-11,57114.289
2020-04-12,52315.258
2020-04-13,91642.494
2020-04-14,82800.629
2020-04-15,93015.444
2020-04-16,106236.257
2020-04-17,115584.862
2020-04-18,51415.857
2020-04-19,39506.472
2020-04-20,85280.666
2020-04-21,89098.67
2020-04-22,83853.265
2020-04-23,107381.162
2020-04-24,96116.83
2020-04-25,52636.384
2020-04-26,51329.733
2020-04-27,94118.844
2020-04-28,87444.137
2020-04-29,132584.359
2020-04-30,148163.956
2020-05-01,106051.887
2020-05-02,47125.239
2020-05-03,62717.081
2020-05-04,76714.1
2020-05-05,96729.014
2020-05-06,113703.368
2020-05-07,140147.905
2020-05-08,172087.642
2020-05-09,77856.769
2020-05-10,111926.832
2020-05-11,124843.035
2020-05-12,123822.17
2020-05-13,124695.55
2020-05-14,109181.011
2020-05-15,92776.962
2020-05-16,38652.747
2020-05-17,50580.471
2020-05-18,87473.069
2020-05-19,81265.307
2020-05-20,99651.577
2020-05-21,79200.022
2020-05-22,90715.982
2020-05-23,37222.867
2020-05-24,47740.866
2020-05-25,80355.783
2020-05-26,71710.972
2020-05-27,82422.686
2020-05-28,80059.356
2020-05-29,76028.923
2020-05-30,46003.041
2020-05-31,36649.812
2020-06-01,77276.172
2020-06-02,181984.111
2020-06-03,81484.037
2020-06-04,83291.327
2020-06-05,93306.272
2020-06-06,32742.2
2020-06-07,38546.941
2020-06-08,85266.136
2020-06-09,74634.931
2020-06-10,69300.588
2020-06-11,125661.518
2020-06-12,71306.052
2020-06-13,33144.025
2020-06-14,24683.23
2020-06-15,80507.741
2020-06-16,76107.568
2020-06-17,69883.596
2020-06-18,67717.851
2020-06-19,69861.168
2020-06-20,36105.951
2020-06-21,29529.548
2020-06-22,67601.52
2020-06-23,113418.538
2020-06-24,84647.771
2020-06-25,68453.321
2020-06-26,66674.686
2020-06-27,45544.55
2020-06-28,41843.506
2020-06-29,74457.096
2020-06-30,72939.396
2020-07-01,82940.024
2020-07-02,84943.735
2020-07-03,77013.667
2020-07-04,38616.615
2020-07-05,33786.276
2020-07-06,71463.438
2020-07-07,71160.323
2020-07-08,92031.924
2020-07-09,83305.717
2020-07-10,75142.576
2020-07-11,34061.59
2020-07-12,35062.145
2020-07-13,99383.445
2020-07-14,67232.107
2020-07-15,81370.041
2020-07-16,77083.206
2020-07-17,62273.449
2020-07-18,44302.282
2020-07-19,41217.019
2020-07-20,79962.245
2020-07-21,74068.657
2020-07-22,88829.99
2020-07-23,122738.202
2020-07-24,87473.555
2020-07-25,53806.659
2020-07-26,73416.509
2020-07-27,152668.849
2020-07-28,144113.813
2020-07-29,108682.491
2020-07-30,117859.843
2020-07-31,97987.834
2020-08-01,82729.484
2020-08-02,77789.607
2020-08-03,105505.574
2020-08-04,86645.684
2020-08-05,88935.866
2020-08-06,106872.666
2020-08-07,119177.509
2020-08-08,58212.18
2020-08-09,50473.854
2020-08-10,105535.658
2020-08-11,95835.701
2020-08-12,81734.681
2020-08-13,85785.528
2020-08-14,119390.203
2020-08-15,67868.481
2020-08-16,50254.872
2020-08-17,127284.197
2020-08-18,130057.093
2020-08-19,92522.059
2020-08-20,87652.981
2020-08-21,97008.312
2020-08-22,48739.746
2020-08-23,35171.92
2020-08-24,61226.119
2020-08-25,79178.305
2020-08-26,81811.765
2020-08-27,76890.765
2020-08-28,82698.792
2020-08-29,58261.426
2020-08-30,40157.778
2020-08-31,87623.812
2020-09-01,107006.397
2020-09-02,125715.531
2020-09-03,130845.263
2020-09-04,169950.513
2020-09-05,97701.663
2020-09-06,61413.496
2020-09-07,94260.293
2020-09-08,90582.543
2020-09-09,89333.902
2020-09-10,105052.349
2020-09-11,93128.168
2020-09-12,56633.102
2020-09-13,61858.648
2020-09-14,111098.126
2020-09-15,83584.947
2020-09-16,98797.743
2020-09-17,86218.825
2020-09-18,98123.7
2020-09-19,69222.664
2020-09-20,45708.176
2020-09-21,86884.336
2020-09-22,86626.621
2020-09-23,84565.328
2020-09-24,79975.948
2020-09-25,98274.17
2020-09-26,45479.047
2020-09-27,43676.929
2020-09-28,73726.423
2020-09-29,89546.17
2020-09-30,71118.357
2020-10-01,89440.24
2020-10-02,115766.964
2020-10-03,45246.049
2020-10-04,30366.731
2020-10-05,69575.352
2020-10-06,66482.182
2020-10-07,71951.801
2020-10-08,70323.231
2020-10-09,98500.296
2020-10-10,59603.502
2020-10-11,26066.428
2020-10-12,68079.195
2020-10-13,68002.392
2020-10-14,64263.88
2020-10-15,72814.939
2020-10-16,123038.809
2020-10-17,47669.724
2020-10-18,31484.747
2020-10-19,66598.755
2020-10-20,71948.076
2020-10-21,116474.17
2020-10-22,121802.188
2020-10-23,83369.994
2020-10-24,48611.633
2020-10-25,38071.641
2020-10-26,64117.278
2020-10-27,91903.926
2020-10-28,96598.943
2020-10-29,93704.905
2020-10-30,87727.065
2020-10-31,57576.268
2020-11-01,51057.47
2020-11-02,132388.706
2020-11-03,132707.243
2020-11-04,87011.918
2020-11-05,174726.923
2020-11-06,123413.155
2020-11-07,62870.957
2020-11-08,46188.38
2020-11-09,99374.275
2020-11-10,85897.155
2020-11-11,89042.626
2020-11-12,103597.834
2020-11-13,83418.478
2020-11-14,40349.537
2020-11-15,47823.723
2020-11-16,72751.066
2020-11-17,94995.919
2020-11-18,115371.331
2020-11-19,68639.397
2020-11-20,82226.455
2020-11-21,68553.476
2020-11-22,56632.441
2020-11-23,79213.999
2020-11-24,110051.924
2020-11-25,92818.537
2020-11-26,186801.692
2020-11-27,158301.344
2020-11-28,59811.881
2020-11-29,56268.404
2020-11-30,88153.781
2020-12-01,123687.297
2020-12-02,72585.23
2020-12-03,68068.109
2020-12-04,89503.057
2020-12-05,46294.501
2020-12-06,33354.802
2020-12-07,64157.048
2020-12-08,74540.742
2020-12-09,84821.006
2020-12-10,75922.043
2020-12-11,70846.689
2020-12-12,48177.68
2020-12-13,44770.978
2020-12-14,53033.814
2020-12-15,71798.137
2020-12-16,91721.886
2020-12-17,124044.63
2020-12-18,111875.017
2020-12-19,78738.582
2020-12-20,49716.186
2020-12-21,79770.947
2020-12-22,94841.141
2020-12-23,132129.861
2020-12-24,92305.079
2020-12-25,68162.522
2020-12-26,54366.922
2020-12-27,111516.545
2020-12-28,163412.253
2020-12-29,99642.758
2020-12-30,110287.339
2020-12-31,121384.196
2021-01-01,80210.488
2021-01-02,111237.199
2021-01-03,90834.002
2021-01-04,119067.965
2021-01-05,97165.079
2021-01-06,127064.576
2021-01-07,144813.042
2021-01-08,125016.389
2021-01-09,69924.474
2021-01-10,73369.261
2021-01-11,136582.089
2021-01-12,126351.572
2021-01-13,80953.839
2021-01-14,117086.499
2021-01-15,117543.075
2021-01-16,47797.21
2021-01-17,54098.353
2021-01-18,65591.238
2021-01-19,81990.417
2021-01-20,95141.756
2021-01-21,99345.865
2021-01-22,113884.822
2021-01-23,52318.799
2021-01-24,47401.455
2021-01-25,80923.492
2021-01-26,93891.83
2021-01-27,138346.749
2021-01-28,123716.67
2021-01-29,176139.354
2021-01-30,78802.799
2021-01-31,52593.675
2021-02-01,78024.303
2021-02-02,73324.377
2021-02-03,90332.715
2021-02-04,113288.741
2021-02-05,88957.384
2021-02-06,78680.138
2021-02-07,63252.221
2021-02-08,118492.302
2021-02-09,209697.927
2021-02-10,92040.292
2021-02-11,82557.886
2021-02-12,68707.27
2021-02-13,57389.836
2021-02-14,58592.264
2021-02-15,64756.193
2021-02-16,71374.271
2021-02-17,90940.747
2021-02-18,83768.77
2021-02-19,99878.369
2021-02-20,96536.994
2021-02-21,88502.677
2021-02-22,118061.165
2021-02-23,131268.097
2021-02-24,94365.585
2021-02-25,133065.332
2021-02-26,95868.489
2021-02-27,54111.354
2021-02-28,59479.386
2021-03-01,89869.235
2021-03-02,56520.233
2021-03-03,79646.333
2021-03-04,70789.39
2021-03-05,65960.675
2021-03-06,41532.664
2021-03-07,45855.192
2021-03-08,76042.177
2021-03-09,86771.331
2021-03-10,71917.268
2021-03-11,70013.607
2021-03-12,65908.878
2021-03-13,60802.438
2021-03-14,54947.042
2021-03-15,108033.851
2021-03-16,69842.247
2021-03-17,60546.965
2021-03-18,66757.232
2021-03-19,50729.106
2021-03-20,43457.021
2021-03-21,41329.436
2021-03-22,64569.697
2021-03-23,70664.856
2021-03-24,75645.623
2021-03-25,76982.093
2021-03-26,90926.761
2021-03-27,43425.491
2021-03-28,31478.354
2021-03-29,81358.787
2021-03-30,62449.301
2021-03-31,72198.032
2021-04-01,60206.506
2021-04-02,59834.453
2021-04-03,48586.823
2021-04-04,33980.779
2021-04-05,61443.125
2021-04-06,67697.112
2021-04-07,74024.08
2021-04-08,68954.554
2021-04-09,68623.19
2021-04-10,62340.158
2021-04-11,38276.437
2021-04-12,77781.774
2021-04-13,84526.272
2021-04-14,94061.208
2021-04-15,79160.508
2021-04-16,85548.707
2021-04-17,52663.617
2021-04-18,115395.662
2021-04-19,73042.941
2021-04-20,100406.95
2021-04-21,88507.226
2021-04-22,79107.627
2021-04-23,129786.221
2021-04-24,51403.901
2021-04-25,97455.359
2021-04-26,81266.19
2021-04-27,81394.107
2021-04-28,60698.929
2021-04-29,69507.308
2021-04-30,71695.244
2021-05-01,40558.819
2021-05-02,31090.787
2021-05-03,63500.111
2021-05-04,78593.306
2021-05-05,84818.254
2021-05-06,84882.13
2021-05-07,77904.828
2021-05-08,68409.661
2021-05-09,71350.753
2021-05-10,94572.494
2021-05-11,79435.591
2021-05-12,104134.338
2021-05-13,134381.34
2021-05-14,111185.309
2021-05-15,69834.976
2021-05-16,90434.395
2021-05-17,137359.7
2021-05-18,93735.888
2021-05-19,229637.218
2021-05-20,217862.964
2021-05-21,161805.642
2021-05-22,110276.653
2021-05-23,140907.569
2021-05-24,128558.854
2021-05-25,107300.991
2021-05-26,84172.371
2021-05-27,66578.173
2021-05-28,93805.545
2021-05-29,67109.95
2021-05-30,44675.8
2021-05-31,47574.28
2021-06-01,61166.405
2021-06-02,64908.122
2021-06-03,71818.629
2021-06-04,70394.368
2021-06-05,39259.382
2021-06-06,34127.588
2021-06-07,97194.214
2021-06-08,102826.629
2021-06-09,74776.642
2021-06-10,86007.428
2021-06-11,65969.087
2021-06-12,45028.996
2021-06-13,41246.862
2021-06-14,82182.13
2021-06-15,126313.053
2021-06-16,97382.078
2021-06-17,83338.935
2021-06-18,72182.758
2021-06-19,56938.023
2021-06-20,50500.218
2021-06-21,94010.913
2021-06-22,103524.814
2021-06-23,100598.219
2021-06-24,73198.161
2021-06-25,96296.291
2021-06-26,51498.493
2021-06-27,36581.954
2021-06-28,48786.284
2021-06-29,57928.945
2021-06-30,50588.755
2021-07-01,48544.777
2021-07-02,47085.503
2021-07-03,25334.909
2021-07-04,31676.21
2021-07-05,42113.337
2021-07-06,45041.534
2021-07-07,42808.44
2021-07-08,57771.102
2021-07-09,41259.844
2021-07-10,23960.29
2021-07-11,21795.841
2021-07-12,49217.613
2021-07-13,47659.779
2021-07-14,50580.772
2021-07-15,63245.456
2021-07-16,52334.618
2021-07-17,132205.476
2021-07-18,23051.496
2021-07-19,57594.244
2021-07-20,73116.86
2021-07-21,68494.233
2021-07-22,47319.264
2021-07-23,43342.454
2021-07-24,33099.246
2021-07-25,35244.425
2021-07-26,88006.012
2021-07-27,91312.669
2021-07-28,86950.999
2021-07-29,273627.634
2021-07-30,70121.261
2021-07-31,35600.331
2021-08-01,35448.496
2021-08-02,58577.895
2021-08-03,53587.093
2021-08-04,55281.357
2021-08-05,70703.799
2021-08-06,79790.302
2021-08-07,44308.965
2021-08-08,54241.786
2021-08-09,77042.38
2021-08-10,55595.569
2021-08-11,45441.875
2021-08-12,45501.078
2021-08-13,45633.589
2021-08-14,32777.09
2021-08-15,33122.33
2021-08-16,47234.167
2021-08-17,36653.954
2021-08-18,56289.871
2021-08-19,37663.001
2021-08-20,64840.157
2021-08-21,74954.913
2021-08-22,30741.636
2021-08-23,82255.016
2021-08-24,50326.688
2021-08-25,48142.671
2021-08-26,170768.017
2021-08-27,42380.314
2021-08-28,27745.99
2021-08-29,24842.877
2021-08-30,39043.079
2021-08-31,109108.963
2021-09-01,161143.952
2021-09-02,110239.721
2021-09-03,102696.813
2021-09-04,49063.546
2021-09-05,30525.16
2021-09-06,49791.042
2021-09-07,89098.94
2021-09-08,71075.824
2021-09-09,60730.07
2021-09-10,51786.016
2021-09-11,27302.356
2021-09-12,23668.08
2021-09-13,52952.212
2021-09-14,55180.897
2021-09-15,45247.859
2021-09-16,53099.5
2021-09-17,49664.623
2021-09-18,29210.825
2021-09-19,31706.046
2021-09-20,69483.298
2021-09-21,50087.499
2021-09-22,48979.885
2021-09-23,46121.414
2021-09-24,66285.014
2021-09-25,26577.296
2021-09-26,54948.956
2021-09-27,52664.386
2021-09-28,51205.402
2021-09-29,57931.498
2021-09-30,61363.157
2021-10-01,49451.08
2021-10-02,51843.019
2021-10-03,39118.932
2021-10-04,42772.308
2021-10-05,75366.258
2021-10-06,70149.073
2021-10-07,58878.569
2021-10-08,57279.776
2021-10-09,30051.597
2021-10-10,33994.777
2021-10-11,62555.354
2021-10-12,49907.854
2021-10-13,57847.247
2021-10-14,50485.328
2021-10-15,75191.743
2021-10-16,62931.478
2021-10-17,26839.591
2021-10-18,66399.396
2021-10-19,53694.712
2021-10-20,58321.99
2021-10-21,74656.055
2021-10-22,53126.615
2021-10-23,37893.639
2021-10-24,40010.565
2021-10-25,60462.537
2021-10-26,47775.748
2021-10-27,61637.774
2021-10-28,75595.328
2021-10-29,73403.791
2021-10-30,36447.83
2021-10-31,37995.582
2021-11-01,43894.973
2021-11-02,54493.581
2021-11-03,45442.098
2021-11-04,51623.628
2021-11-05,53036.137
2021-11-06,35912.112
2021-11-07,22731.857
2021-11-08,63113.694
2021-11-09,68505.98
2021-11-10,58024.764
2021-11-11,50480.064
2021-11-12,49708.529
2021-11-13,22470.512
2021-11-14,23626.408
2021-11-15,40779.091
2021-11-16,61016.146
2021-11-17,52296.342
2021-11-18,62393.839
2021-11-19,59060.918
2021-11-20,31434.938
2021-11-21,32340.788
2021-11-22,41942.237
2021-11-23,30085.958
2021-11-24,25828.482
2021-11-25,23742.583
2021-11-26,39844.702
2021-11-27,22868.668
2021-11-28,15705.461
2021-11-29,31933.104
2021-11-30,34363.502
2021-12-01,87989.58
2021-12-02,111872.472
