d,unixTs,nupl
2018-05-07,1525651200,0.4311
2018-05-08,1525737600,0.4233
2018-05-09,1525824000,0.4277
2018-05-10,1525910400,0.4114
2018-05-11,1525996800,0.3691
2018-05-12,1526083200,0.374
2018-05-13,1526169600,0.3891
2018-05-14,1526256000,0.3841
2018-05-15,1526342400,0.3709
2018-05-16,1526428800,0.3595
2018-05-17,1526515200,0.3352
2018-05-18,1526601600,0.3503
2018-05-19,1526688000,0.3499
2018-05-20,1526774400,0.3712
2018-05-21,1526860800,0.3626
2018-05-22,1526947200,0.3321
2018-05-23,1527033600,0.2898
2018-05-24,1527120000,0.2949
2018-05-25,1527206400,0.2814
2018-05-26,1527292800,0.272
2018-05-27,1527379200,0.2735
2018-05-28,1527465600,0.2515
2018-05-29,1527552000,0.2862
2018-05-30,1527638400,0.2788
2018-05-31,1527724800,0.2892
2018-06-01,1527811200,0.2934
2018-06-02,1527897600,0.3043
2018-06-03,1527984000,0.31
2018-06-04,1528070400,0.2905
2018-06-05,1528156800,0.3025
2018-06-06,1528243200,0.3062
2018-06-07,1528329600,0.3077
2018-06-08,1528416000,0.3042
2018-06-09,1528502400,0.2983
2018-06-10,1528588800,0.216
2018-06-11,1528675200,0.2293
2018-06-12,1528761600,0.1926
2018-06-13,1528848000,0.1673
2018-06-14,1528934400,0.2084
2018-06-15,1529020800,0.181
2018-06-16,1529107200,0.1933
2018-06-17,1529193600,0.1881
2018-06-18,1529280000,0.2191
2018-06-19,1529366400,0.2228
2018-06-20,1529452800,0.2255
2018-06-21,1529539200,0.2216
2018-06-22,1529625600,0.1388
2018-06-23,1529712000,0.1553
2018-06-24,1529798400,0.1523
2018-06-25,1529884800,0.166
2018-06-26,1529971200,0.1466
2018-06-27,1530057600,0.1597
2018-06-28,1530144000,0.1211
2018-06-29,1530230400,0.1724
2018-06-30,1530316800,0.1926
2018-07-01,1530403200,0.1926
2018-07-02,1530489600,0.2226
2018-07-03,1530576000,0.21
2018-07-04,1530662400,0.2196
2018-07-05,1530748800,0.2146
2018-07-06,1530835200,0.2228
2018-07-07,1530921600,0.2388
2018-07-08,1531008000,0.2359
2018-07-09,1531094400,0.2314
2018-07-10,1531180800,0.189
2018-07-11,1531267200,0.1984
2018-07-12,1531353600,0.171
2018-07-13,1531440000,0.1785
2018-07-14,1531526400,0.1848
2018-07-15,1531612800,0.1967
2018-07-16,1531699200,0.2399
2018-07-17,1531785600,0.3022
2018-07-18,1531872000,0.3072
2018-07-19,1531958400,0.3152
2018-07-20,1532044800,0.302
2018-07-21,1532131200,0.3096
2018-07-22,1532217600,0.3084
2018-07-23,1532304000,0.3361
2018-07-24,1532390400,0.3887
2018-07-25,1532476800,0.3736
2018-07-26,1532563200,0.3508
2018-07-27,1532649600,0.3709
2018-07-28,1532736000,0.3718
2018-07-29,1532822400,0.3743
2018-07-30,1532908800,0.3696
2018-07-31,1532995200,0.3333
2018-08-01,1533081600,0.3223
2018-08-02,1533168000,0.3176
2018-08-03,1533254400,0.306
2018-08-04,1533340800,0.2663
2018-08-05,1533427200,0.2695
2018-08-06,1533513600,0.2595
2018-08-07,1533600000,0.2374
2018-08-08,1533686400,0.1834
2018-08-09,1533772800,0.2204
2018-08-10,1533859200,0.1677
2018-08-11,1533945600,0.1917
2018-08-12,1534032000,0.1921
2018-08-13,1534118400,0.1861
2018-08-14,1534204800,0.1767
2018-08-15,1534291200,0.1888
2018-08-16,1534377600,0.1916
2018-08-17,1534464000,0.2248
2018-08-18,1534550400,0.2052
2018-08-19,1534636800,0.2161
2018-08-20,1534723200,0.1893
2018-08-21,1534809600,0.2143
2018-08-22,1534896000,0.201
2018-08-23,1534982400,0.2194
2018-08-24,1535068800,0.2403
2018-08-25,1535155200,0.2452
2018-08-26,1535241600,0.2386
2018-08-27,1535328000,0.2546
2018-08-28,1535414400,0.2805
2018-08-29,1535500800,0.2736
2018-08-30,1535587200,0.2666
2018-08-31,1535673600,0.2727
2018-09-01,1535760000,0.2893
2018-09-02,1535846400,0.2983
2018-09-03,1535932800,0.2954
2018-09-04,1536019200,0.3048
2018-09-05,1536105600,0.2476
2018-09-06,1536192000,0.2135
2018-09-07,1536278400,0.2043
2018-09-08,1536364800,0.1765
2018-09-09,1536451200,0.1849
2018-09-10,1536537600,0.1913
2018-09-11,1536624000,0.1899
2018-09-12,1536710400,0.1967
2018-09-13,1536796800,0.2179
2018-09-14,1536883200,0.2184
2018-09-15,1536969600,0.222
2018-09-16,1537056000,0.2189
2018-09-17,1537142400,0.1895
2018-09-18,1537228800,0.2002
2018-09-19,1537315200,0.2058
2018-09-20,1537401600,0.22
2018-09-21,1537488000,0.249
2018-09-22,1537574400,0.2451
2018-09-23,1537660800,0.2448
2018-09-24,1537747200,0.2304
2018-09-25,1537833600,0.2123
2018-09-26,1537920000,0.2181
2018-09-27,1538006400,0.243
2018-09-28,1538092800,0.2367
2018-09-29,1538179200,0.2325
2018-09-30,1538265600,0.2349
2018-10-01,1538352000,0.2304
2018-10-02,1538438400,0.2245
2018-10-03,1538524800,0.2196
2018-10-04,1538611200,0.2294
2018-10-05,1538697600,0.234
2018-10-06,1538784000,0.2301
2018-10-07,1538870400,0.2318
2018-10-08,1538956800,0.2364
2018-10-09,1539043200,0.2349
2018-10-10,1539129600,0.2278
2018-10-11,1539216000,0.1853
2018-10-12,1539302400,0.1899
2018-10-13,1539388800,0.1909
2018-10-14,1539475200,0.1893
2018-10-15,1539561600,0.222
2018-10-16,1539648000,0.2247
2018-10-17,1539734400,0.2228
2018-10-18,1539820800,0.2175
2018-10-19,1539907200,0.2157
2018-10-20,1539993600,0.2226
2018-10-21,1540080000,0.2236
2018-10-22,1540166400,0.2229
2018-10-23,1540252800,0.2217
2018-10-24,1540339200,0.2241
2018-10-25,1540425600,0.223
2018-10-26,1540512000,0.224
2018-10-27,1540598400,0.2247
2018-10-28,1540684800,0.2244
2018-10-29,1540771200,0.207
2018-10-30,1540857600,0.2084
2018-10-31,1540944000,0.2131
2018-11-01,1541030400,0.218
2018-11-02,1541116800,0.2187
2018-11-03,1541203200,0.2169
2018-11-04,1541289600,0.2276
2018-11-05,1541376000,0.2255
2018-11-06,1541462400,0.2302
2018-11-07,1541548800,0.2371
2018-11-08,1541635200,0.226
2018-11-09,1541721600,0.2168
2018-11-10,1541808000,0.2196
2018-11-11,1541894400,0.2174
2018-11-12,1541980800,0.2157
2018-11-13,1542067200,0.2095
2018-11-14,1542153600,0.1131
2018-11-15,1542240000,0.1138
2018-11-16,1542326400,0.1082
2018-11-17,1542412800,0.1095
2018-11-18,1542499200,0.1184
2018-11-19,1542585600,-0.0177
2018-11-20,1542672000,-0.1203
2018-11-21,1542758400,-0.0615
2018-11-22,1542844800,-0.1197
2018-11-23,1542931200,-0.1213
2018-11-24,1543017600,-0.2608
2018-11-25,1543104000,-0.2128
2018-11-26,1543190400,-0.2893
2018-11-27,1543276800,-0.2594
2018-11-28,1543363200,-0.1293
2018-11-29,1543449600,-0.1219
2018-11-30,1543536000,-0.1942
2018-12-01,1543622400,-0.1449
2018-12-02,1543708800,-0.1578
2018-12-03,1543795200,-0.2382
2018-12-04,1543881600,-0.2295
2018-12-05,1543968000,-0.2743
2018-12-06,1544054400,-0.3362
2018-12-07,1544140800,-0.3869
2018-12-08,1544227200,-0.3716
2018-12-09,1544313600,-0.3197
2018-12-10,1544400000,-0.3661
2018-12-11,1544486400,-0.3845
2018-12-12,1544572800,-0.3542
2018-12-13,1544659200,-0.4195
2018-12-14,1544745600,-0.4435
2018-12-15,1544832000,-0.4483
2018-12-16,1544918400,-0.4422
2018-12-17,1545004800,-0.3163
2018-12-18,1545091200,-0.2555
2018-12-19,1545177600,-0.2411
2018-12-20,1545264000,-0.1285
2018-12-21,1545350400,-0.1938
2018-12-22,1545436800,-0.1558
2018-12-23,1545523200,-0.1616
2018-12-24,1545609600,-0.133
2018-12-25,1545696000,-0.2156
2018-12-26,1545782400,-0.2004
2018-12-27,1545868800,-0.273
2018-12-28,1545955200,-0.173
2018-12-29,1546041600,-0.19
2018-12-30,1546128000,-0.1883
2018-12-31,1546214400,-0.2313
2019-01-01,1546300800,-0.1917
2019-01-02,1546387200,-0.164
2019-01-03,1546473600,-0.1978
2019-01-04,1546560000,-0.1838
2019-01-05,1546646400,-0.1925
2019-01-06,1546732800,-0.1192
2019-01-07,1546819200,-0.131
2019-01-08,1546905600,-0.1328
2019-01-09,1546992000,-0.1294
2019-01-10,1547078400,-0.2349
2019-01-11,1547164800,-0.2349
2019-01-12,1547251200,-0.2368
2019-01-13,1547337600,-0.2742
2019-01-14,1547424000,-0.2188
2019-01-15,1547510400,-0.2486
2019-01-16,1547596800,-0.2393
2019-01-17,1547683200,-0.2272
2019-01-18,1547769600,-0.237
2019-01-19,1547856000,-0.2104
2019-01-20,1547942400,-0.2607
2019-01-21,1548028800,-0.2611
2019-01-22,1548115200,-0.2438
2019-01-23,1548201600,-0.252
2019-01-24,1548288000,-0.246
2019-01-25,1548374400,-0.2473
2019-01-26,1548460800,-0.2482
2019-01-27,1548547200,-0.2544
2019-01-28,1548633600,-0.2899
2019-01-29,1548720000,-0.3036
2019-01-30,1548806400,-0.2862
2019-01-31,1548892800,-0.2958
2019-02-01,1548979200,-0.2818
2019-02-02,1549065600,-0.2751
2019-02-03,1549152000,-0.2929
2019-02-04,1549238400,-0.2922
2019-02-05,1549324800,-0.2859
2019-02-06,1549411200,-0.307
2019-02-07,1549497600,-0.3093
2019-02-08,1549584000,-0.2171
2019-02-09,1549670400,-0.2141
2019-02-10,1549756800,-0.207
2019-02-11,1549843200,-0.2237
2019-02-12,1549929600,-0.2239
2019-02-13,1550016000,-0.2252
2019-02-14,1550102400,-0.2296
2019-02-15,1550188800,-0.228
2019-02-16,1550275200,-0.2202
2019-02-17,1550361600,-0.207
2019-02-18,1550448000,-0.131
2019-02-19,1550534400,-0.1219
2019-02-20,1550620800,-0.1125
2019-02-21,1550707200,-0.123
2019-02-22,1550793600,-0.107
2019-02-23,1550880000,-0.063
2019-02-24,1550966400,-0.1629
2019-02-25,1551052800,-0.1415
2019-02-26,1551139200,-0.149
2019-02-27,1551225600,-0.1476
2019-02-28,1551312000,-0.149
2019-03-01,1551398400,-0.1434
2019-03-02,1551484800,-0.1434
2019-03-03,1551571200,-0.1514
2019-03-04,1551657600,-0.1764
2019-03-05,1551744000,-0.133
2019-03-06,1551830400,-0.1292
2019-03-07,1551916800,-0.1279
2019-03-08,1552003200,-0.1323
2019-03-09,1552089600,-0.1117
2019-03-10,1552176000,-0.1133
2019-03-11,1552262400,-0.1278
2019-03-12,1552348800,-0.1251
2019-03-13,1552435200,-0.1269
2019-03-14,1552521600,-0.126
2019-03-15,1552608000,-0.112
2019-03-16,1552694400,-0.0869
2019-03-17,1552780800,-0.0931
2019-03-18,1552867200,-0.0922
2019-03-19,1552953600,-0.085
2019-03-20,1553040000,-0.0756
2019-03-21,1553126400,-0.0899
2019-03-22,1553212800,-0.0876
2019-03-23,1553299200,-0.088
2019-03-24,1553385600,-0.0909
2019-03-25,1553472000,-0.1077
2019-03-26,1553558400,-0.1046
2019-03-27,1553644800,-0.0748
2019-03-28,1553731200,-0.079
2019-03-29,1553817600,-0.0589
2019-03-30,1553904000,-0.0582
2019-03-31,1553990400,-0.0566
2019-04-01,1554076800,-0.0454
2019-04-02,1554163200,0.1142
2019-04-03,1554249600,0.1232
2019-04-04,1554336000,0.1138
2019-04-05,1554422400,0.1351
2019-04-06,1554508800,0.1368
2019-04-07,1554595200,0.1605
2019-04-08,1554681600,0.1748
2019-04-09,1554768000,0.1604
2019-04-10,1554854400,0.178
2019-04-11,1554940800,0.1357
2019-04-12,1555027200,0.1407
2019-04-13,1555113600,0.1391
2019-04-14,1555200000,0.1535
2019-04-15,1555286400,0.1346
2019-04-16,1555372800,0.1612
2019-04-17,1555459200,0.164
2019-04-18,1555545600,0.172
2019-04-19,1555632000,0.1716
2019-04-20,1555718400,0.1752
2019-04-21,1555804800,0.1724
2019-04-22,1555891200,0.1856
2019-04-23,1555977600,0.2084
2019-04-24,1556064000,0.1928
2019-04-25,1556150400,0.1455
2019-04-26,1556236800,0.1502
2019-04-27,1556323200,0.1555
2019-04-28,1556409600,0.15
2019-04-29,1556496000,0.1504
2019-04-30,1556582400,0.169
2019-05-01,1556668800,0.179
2019-05-02,1556755200,0.1907
2019-05-03,1556841600,0.2279
2019-05-04,1556928000,0.243
2019-05-05,1557014400,0.2364
2019-05-06,1557100800,0.2304
2019-05-07,1557187200,0.2474
2019-05-08,1557273600,0.26
2019-05-09,1557360000,0.2853
2019-05-10,1557446400,0.3078
2019-05-11,1557532800,0.3955
2019-05-12,1557619200,0.3613
2019-05-13,1557705600,0.4278
2019-05-14,1557792000,0.4355
2019-05-15,1557878400,0.4495
2019-05-16,1557964800,0.4213
2019-05-17,1558051200,0.3792
2019-05-18,1558137600,0.3748
2019-05-19,1558224000,0.4451
2019-05-20,1558310400,0.4277
2019-05-21,1558396800,0.4269
2019-05-22,1558483200,0.4031
2019-05-23,1558569600,0.4195
2019-05-24,1558656000,0.425
2019-05-25,1558742400,0.4296
2019-05-26,1558828800,0.472
2019-05-27,1558915200,0.4757
2019-05-28,1559001600,0.4684
2019-05-29,1559088000,0.4567
2019-05-30,1559174400,0.4311
2019-05-31,1559260800,0.449
2019-06-01,1559347200,0.4483
2019-06-02,1559433600,0.4596
2019-06-03,1559520000,0.421
2019-06-04,1559606400,0.3851
2019-06-05,1559692800,0.3962
2019-06-06,1559779200,0.3944
2019-06-07,1559865600,0.4124
2019-06-08,1559952000,0.406
2019-06-09,1560038400,0.3821
2019-06-10,1560124800,0.4087
2019-06-11,1560211200,0.403
2019-06-12,1560297600,0.4186
2019-06-13,1560384000,0.4241
2019-06-14,1560470400,0.4533
2019-06-15,1560556800,0.462
2019-06-16,1560643200,0.4706
2019-06-17,1560729600,0.4875
2019-06-18,1560816000,0.4702
2019-06-19,1560902400,0.4823
2019-06-20,1560988800,0.4952
2019-06-21,1561075200,0.5202
2019-06-22,1561161600,0.5448
2019-06-23,1561248000,0.5483
2019-06-24,1561334400,0.555
2019-06-25,1561420800,0.5798
2019-06-26,1561507200,0.6112
2019-06-27,1561593600,0.5486
2019-06-28,1561680000,0.5904
2019-06-29,1561766400,0.5751
2019-06-30,1561852800,0.5306
2019-07-01,1561939200,0.5182
2019-07-02,1562025600,0.5261
2019-07-03,1562112000,0.5711
2019-07-04,1562198400,0.5401
2019-07-05,1562284800,0.5324
2019-07-06,1562371200,0.5407
2019-07-07,1562457600,0.5501
2019-07-08,1562544000,0.5797
2019-07-09,1562630400,0.5866
2019-07-10,1562716800,0.5677
2019-07-11,1562803200,0.5364
2019-07-12,1562889600,0.5553
2019-07-13,1562976000,0.5368
2019-07-14,1563062400,0.4895
2019-07-15,1563148800,0.5189
2019-07-16,1563235200,0.4458
2019-07-17,1563321600,0.4566
2019-07-18,1563408000,0.5057
2019-07-19,1563494400,0.498
2019-07-20,1563580800,0.5127
2019-07-21,1563667200,0.4995
2019-07-22,1563753600,0.4864
2019-07-23,1563840000,0.4632
2019-07-24,1563926400,0.4573
2019-07-25,1564012800,0.4629
2019-07-26,1564099200,0.4593
2019-07-27,1564185600,0.4371
2019-07-28,1564272000,0.4419
2019-07-29,1564358400,0.4302
2019-07-30,1564444800,0.435
2019-07-31,1564531200,0.4609
2019-08-01,1564617600,0.4779
2019-08-02,1564704000,0.4837
2019-08-03,1564790400,0.4966
2019-08-04,1564876800,0.5041
2019-08-05,1564963200,0.5353
2019-08-06,1565049600,0.5187
2019-08-07,1565136000,0.539
2019-08-08,1565222400,0.5364
2019-08-09,1565308800,0.5327
2019-08-10,1565395200,0.5096
2019-08-11,1565481600,0.5187
2019-08-12,1565568000,0.5121
2019-08-13,1565654400,0.4883
2019-08-14,1565740800,0.445
2019-08-15,1565827200,0.4603
2019-08-16,1565913600,0.4633
2019-08-17,1566000000,0.4546
2019-08-18,1566086400,0.461
2019-08-19,1566172800,0.4879
2019-08-20,1566259200,0.4818
2019-08-21,1566345600,0.4474
2019-08-22,1566432000,0.4487
2019-08-23,1566518400,0.462
2019-08-24,1566604800,0.4478
2019-08-25,1566691200,0.4451
2019-08-26,1566777600,0.4587
2019-08-27,1566864000,0.448
2019-08-28,1566950400,0.423
2019-08-29,1567036800,0.4087
2019-08-30,1567123200,0.4146
2019-08-31,1567209600,0.4163
2019-09-01,1567296000,0.4254
2019-09-02,1567382400,0.4587
2019-09-03,1567468800,0.4702
2019-09-04,1567555200,0.4677
2019-09-05,1567641600,0.4673
2019-09-06,1567728000,0.4502
2019-09-07,1567814400,0.4584
2019-09-08,1567900800,0.4536
2019-09-09,1567987200,0.4495
2019-09-10,1568073600,0.4361
2019-09-11,1568160000,0.4375
2019-09-12,1568246400,0.4512
2019-09-13,1568332800,0.4478
2019-09-14,1568419200,0.4486
2019-09-15,1568505600,0.4454
2019-09-16,1568592000,0.4427
2019-09-17,1568678400,0.4391
2019-09-18,1568764800,0.4365
2019-09-19,1568851200,0.4422
2019-09-20,1568937600,0.4367
2019-09-21,1569024000,0.4263
2019-09-22,1569110400,0.4297
2019-09-23,1569196800,0.4091
2019-09-24,1569283200,0.3367
2019-09-25,1569369600,0.3233
2019-09-26,1569456000,0.298
2019-09-27,1569542400,0.3062
2019-09-28,1569628800,0.3079
2019-09-29,1569715200,0.2964
2019-09-30,1569801600,0.315
2019-10-01,1569888000,0.3183
2019-10-02,1569974400,0.3223
2019-10-03,1570060800,0.3138
2019-10-04,1570147200,0.3066
2019-10-05,1570233600,0.3046
2019-10-06,1570320000,0.2795
2019-10-07,1570406400,0.312
2019-10-08,1570492800,0.309
2019-10-09,1570579200,0.3416
2019-10-10,1570665600,0.34
2019-10-11,1570752000,0.3174
2019-10-12,1570838400,0.3201
2019-10-13,1570924800,0.3176
2019-10-14,1571011200,0.319
2019-10-15,1571097600,0.3041
2019-10-16,1571184000,0.2909
2019-10-17,1571270400,0.2971
2019-10-18,1571356800,0.2874
2019-10-19,1571443200,0.2865
2019-10-20,1571529600,0.3094
2019-10-21,1571616000,0.3095
2019-10-22,1571702400,0.2941
2019-10-23,1571788800,0.2416
2019-10-24,1571875200,0.2427
2019-10-25,1571961600,0.3465
2019-10-26,1572048000,0.3867
2019-10-27,1572134400,0.4059
2019-10-28,1572220800,0.3897
2019-10-29,1572307200,0.396
2019-10-30,1572393600,0.3796
2019-10-31,1572480000,0.3775
2019-11-01,1572566400,0.383
2019-11-02,1572652800,0.386
2019-11-03,1572739200,0.38
2019-11-04,1572825600,0.3934
2019-11-05,1572912000,0.3893
2019-11-06,1572998400,0.3908
2019-11-07,1573084800,0.3811
2019-11-08,1573171200,0.3521
2019-11-09,1573257600,0.3536
2019-11-10,1573344000,0.37
2019-11-11,1573430400,0.3463
2019-11-12,1573516800,0.3518
2019-11-13,1573603200,0.349
2019-11-14,1573689600,0.34
2019-11-15,1573776000,0.3262
2019-11-16,1573862400,0.3272
2019-11-17,1573948800,0.3294
2019-11-18,1574035200,0.3035
2019-11-19,1574121600,0.2981
2019-11-20,1574208000,0.295
2019-11-21,1574294400,0.2532
2019-11-22,1574380800,0.2208
2019-11-23,1574467200,0.2268
2019-11-24,1574553600,0.1846
2019-11-25,1574640000,0.2077
2019-11-26,1574726400,0.2116
2019-11-27,1574812800,0.2498
2019-11-28,1574899200,0.2409
2019-11-29,1574985600,0.2714
2019-11-30,1575072000,0.2534
2019-12-01,1575158400,0.2397
2019-12-02,1575244800,0.23
2019-12-03,1575331200,0.2294
2019-12-04,1575417600,0.2203
2019-12-05,1575504000,0.2404
2019-12-06,1575590400,0.2538
2019-12-07,1575676800,0.2517
2019-12-08,1575763200,0.2534
2019-12-09,1575849600,0.2345
2019-12-10,1575936000,0.2235
2019-12-11,1576022400,0.2205
2019-12-12,1576108800,0.2201
2019-12-13,1576195200,0.2258
2019-12-14,1576281600,0.207
2019-12-15,1576368000,0.2115
2019-12-16,1576454400,0.1859
2019-12-17,1576540800,0.1534
2019-12-18,1576627200,0.2325
2019-12-19,1576713600,0.2178
2019-12-20,1576800000,0.2218
2019-12-21,1576886400,0.2171
2019-12-22,1576972800,0.2525
2019-12-23,1577059200,0.2365
2019-12-24,1577145600,0.2274
2019-12-25,1577232000,0.2239
2019-12-26,1577318400,0.2245
2019-12-27,1577404800,0.2292
2019-12-28,1577491200,0.2366
2019-12-29,1577577600,0.2462
2019-12-30,1577664000,0.2293
2019-12-31,1577750400,0.2229
2020-01-01,1577836800,0.2233
2020-01-02,1577923200,0.1984
2020-01-03,1578009600,0.2386
2020-01-04,1578096000,0.2416
2020-01-05,1578182400,0.2418
2020-01-06,1578268800,0.2823
2020-01-07,1578355200,0.3145
2020-01-08,1578441600,0.3076
2020-01-09,1578528000,0.2858
2020-01-10,1578614400,0.3128
2020-01-11,1578700800,0.3044
2020-01-12,1578787200,0.3155
2020-01-13,1578873600,0.3117
2020-01-14,1578960000,0.3649
2020-01-15,1579046400,0.3625
2020-01-16,1579132800,0.3552
2020-01-17,1579219200,0.3686
2020-01-18,1579305600,0.3694
2020-01-19,1579392000,0.352
2020-01-20,1579478400,0.3482
2020-01-21,1579564800,0.355
2020-01-22,1579651200,0.3487
2020-01-23,1579737600,0.3268
2020-01-24,1579824000,0.3311
2020-01-25,1579910400,0.3247
2020-01-26,1579996800,0.3425
2020-01-27,1580083200,0.3663
2020-01-28,1580169600,0.3924
2020-01-29,1580256000,0.3922
2020-01-30,1580342400,0.4037
2020-01-31,1580428800,0.393
2020-02-01,1580515200,0.3943
2020-02-02,1580601600,0.3916
2020-02-03,1580688000,0.3872
2020-02-04,1580774400,0.3792
2020-02-05,1580860800,0.4086
2020-02-06,1580947200,0.4137
2020-02-07,1581033600,0.4151
2020-02-08,1581120000,0.4208
2020-02-09,1581206400,0.4339
2020-02-10,1581292800,0.4164
2020-02-11,1581379200,0.438
2020-02-12,1581465600,0.442
2020-02-13,1581552000,0.4346
2020-02-14,1581638400,0.4408
2020-02-15,1581724800,0.4155
2020-02-16,1581811200,0.4176
2020-02-17,1581897600,0.4014
2020-02-18,1581984000,0.43
2020-02-19,1582070400,0.3968
2020-02-20,1582156800,0.3955
2020-02-21,1582243200,0.4008
2020-02-22,1582329600,0.399
2020-02-23,1582416000,0.4165
2020-02-24,1582502400,0.3967
2020-02-25,1582588800,0.3764
2020-02-26,1582675200,0.3384
2020-02-27,1582761600,0.3373
2020-02-28,1582848000,0.3353
2020-02-29,1582934400,0.3224
2020-03-01,1583020800,0.3194
2020-03-02,1583107200,0.3469
2020-03-03,1583193600,0.3364
2020-03-04,1583280000,0.3371
2020-03-05,1583366400,0.3593
2020-03-06,1583452800,0.365
2020-03-07,1583539200,0.3473
2020-03-08,1583625600,0.2843
2020-03-09,1583712000,0.2663
2020-03-10,1583798400,0.2683
2020-03-11,1583884800,0.2729
2020-03-12,1583971200,-0.1396
2020-03-13,1584057600,0.0023
2020-03-14,1584144000,-0.0876
2020-03-15,1584230400,-0.0431
2020-03-16,1584316800,-0.1104
2020-03-17,1584403200,-0.026
2020-03-18,1584489600,-0.0299
2020-03-19,1584576000,0.104
2020-03-20,1584662400,0.1013
2020-03-21,1584748800,0.1017
2020-03-22,1584835200,0.0487
2020-03-23,1584921600,0.1446
2020-03-24,1585008000,0.1797
2020-03-25,1585094400,0.1695
2020-03-26,1585180800,0.1772
2020-03-27,1585267200,0.1444
2020-03-28,1585353600,0.1093
2020-03-29,1585440000,0.0609
2020-03-30,1585526400,0.1388
2020-03-31,1585612800,0.1386
2020-04-01,1585699200,0.1683
2020-04-02,1585785600,0.1865
2020-04-03,1585872000,0.1817
2020-04-04,1585958400,0.1945
2020-04-05,1586044800,0.1863
2020-04-06,1586131200,0.2417
2020-04-07,1586217600,0.2303
2020-04-08,1586304000,0.2491
2020-04-09,1586390400,0.2415
2020-04-10,1586476800,0.1961
2020-04-11,1586563200,0.1989
2020-04-12,1586649600,0.2098
2020-04-13,1586736000,0.1968
2020-04-14,1586822400,0.1983
2020-04-15,1586908800,0.1684
2020-04-16,1586995200,0.2268
2020-04-17,1587081600,0.2217
2020-04-18,1587168000,0.2409
2020-04-19,1587254400,0.229
2020-04-20,1587340800,0.1961
2020-04-21,1587427200,0.1983
2020-04-22,1587513600,0.2266
2020-04-23,1587600000,0.2636
2020-04-24,1587686400,0.2649
2020-04-25,1587772800,0.2678
2020-04-26,1587859200,0.2815
2020-04-27,1587945600,0.2887
2020-04-28,1588032000,0.2878
2020-04-29,1588118400,0.3636
2020-04-30,1588204800,0.3539
2020-05-01,1588291200,0.3677
2020-05-02,1588377600,0.3757
2020-05-03,1588464000,0.3696
2020-05-04,1588550400,0.3681
2020-05-05,1588636800,0.3748
2020-05-06,1588723200,0.3924
2020-05-07,1588809600,0.4326
2020-05-08,1588896000,0.4236
2020-05-09,1588982400,0.4066
2020-05-10,1589068800,0.3483
2020-05-11,1589155200,0.3396
2020-05-12,1589241600,0.3565
2020-05-13,1589328000,0.3903
2020-05-14,1589414400,0.4191
2020-05-15,1589500800,0.3894
2020-05-16,1589587200,0.3937
2020-05-17,1589673600,0.4113
2020-05-18,1589760000,0.4128
2020-05-19,1589846400,0.4136
2020-05-20,1589932800,0.3988
2020-05-21,1590019200,0.3695
2020-05-22,1590105600,0.3759
2020-05-23,1590192000,0.3772
2020-05-24,1590278400,0.3507
2020-05-25,1590364800,0.3586
2020-05-26,1590451200,0.3533
2020-05-27,1590537600,0.3764
2020-05-28,1590624000,0.402
2020-05-29,1590710400,0.3931
2020-05-30,1590796800,0.409
2020-05-31,1590883200,0.3929
2020-06-01,1590969600,0.4365
2020-06-02,1591056000,0.396
2020-06-03,1591142400,0.4037
2020-06-04,1591228800,0.4135
2020-06-05,1591315200,0.403
2020-06-06,1591401600,0.4044
2020-06-07,1591488000,0.409
2020-06-08,1591574400,0.4093
2020-06-09,1591660800,0.4095
2020-06-10,1591747200,0.4156
2020-06-11,1591833600,0.3775
2020-06-12,1591920000,0.3891
2020-06-13,1592006400,0.3893
2020-06-14,1592092800,0.3815
2020-06-15,1592179200,0.3877
2020-06-16,1592265600,0.3925
2020-06-17,1592352000,0.3878
2020-06-18,1592438400,0.3825
2020-06-19,1592524800,0.3756
2020-06-20,1592611200,0.3802
2020-06-21,1592697600,0.3752
2020-06-22,1592784000,0.4005
2020-06-23,1592870400,0.3956
2020-06-24,1592956800,0.3752
2020-06-25,1593043200,0.3722
2020-06-26,1593129600,0.3646
2020-06-27,1593216000,0.3535
2020-06-28,1593302400,0.361
2020-06-29,1593388800,0.3661
2020-06-30,1593475200,0.363
2020-07-01,1593561600,0.3696
2020-07-02,1593648000,0.3594
2020-07-03,1593734400,0.3574
2020-07-04,1593820800,0.3615
2020-07-05,1593907200,0.3582
2020-07-06,1593993600,0.3757
2020-07-07,1594080000,0.3698
2020-07-08,1594166400,0.381
2020-07-09,1594252800,0.3673
2020-07-10,1594339200,0.3708
2020-07-11,1594425600,0.3675
2020-07-12,1594512000,0.3709
2020-07-13,1594598400,0.3673
2020-07-14,1594684800,0.3686
2020-07-15,1594771200,0.364
2020-07-16,1594857600,0.3595
2020-07-17,1594944000,0.3612
2020-07-18,1595030400,0.3625
2020-07-19,1595116800,0.3653
2020-07-20,1595203200,0.3617
2020-07-21,1595289600,0.3764
2020-07-22,1595376000,0.3853
2020-07-23,1595462400,0.3898
2020-07-24,1595548800,0.3856
2020-07-25,1595635200,0.3951
2020-07-26,1595721600,0.4087
2020-07-27,1595808000,0.4659
2020-07-28,1595894400,0.4593
2020-07-29,1595980800,0.4666
2020-07-30,1596067200,0.4666
2020-07-31,1596153600,0.4751
2020-08-01,1596240000,0.4947
2020-08-02,1596326400,0.4624
2020-08-03,1596412800,0.4674
2020-08-04,1596499200,0.4654
